ID,GBH_12m,Sex,EthnicAppearance_cleaned,Age,InitialRisk,AccHowKnown,Known 1,Known 2,ProceedingsType,Crimes in pre,Crimes in pre 1,DV in Pre,DV in Pre 1
12648,No,M,North European - White,26,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
12666,No,M,North European - White,26,H,Boyfriend of victim,Boy/Girlfriend,Current,Third and subsequent time charged,0,No,0,No
2003,No,M,North European - White,26,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,2,Yes,0,No
3210,No,M,North European - White,26,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,2,Yes,0,No
4055,No,M,North European - White,26,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,6,Yes,0,No
4055,No,M,North European - White,26,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,6,Yes,0,No
222,No,F,North European - White,26,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
1947,No,M,North European - White,26,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
5331,No,F,North European - White,26,S,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
6923,No,F,North European - White,26,S,Ex Girlfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
8283,No,M,North European - White,26,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
10090,No,M,North European - White,26,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
11192,No,F,North European - White,26,S,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
12035,No,M,North European - White,26,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
12496,No,F,North European - White,26,S,Girlfriend of victim,Boy/Girlfriend,Current,Third and subsequent time charged,0,No,0,No
795,No,M,North European - White,26,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,1,Yes,0,No
2202,Yes,M,North European - White,26,S,Ex Girlfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,1,Yes,0,No
1507,No,M,North European - White,26,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,1,Yes,1,Yes
1472,Yes,F,North European - White,27,H,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
3787,No,F,North European - White,27,H,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
4472,No,M,North European - White,27,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
4767,No,M,North European - White,27,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
5679,No,M,North European - White,27,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
6012,No,M,North European - White,27,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
6498,No,M,North European - White,27,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
6594,No,M,North European - White,27,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
6733,No,M,North European - White,27,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
9503,No,M,North European - White,27,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
10065,No,M,North European - White,27,H,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
11476,No,M,North European - White,27,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
12111,No,F,North European - White,27,H,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
12336,No,M,North European - White,27,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Third and subsequent time charged,0,No,0,No
12478,No,M,North European - White,27,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,First time charged,0,No,0,No
682,No,M,North European - White,27,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,1,Yes,1,Yes
240,No,M,North European - White,27,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
987,No,M,North European - White,27,S,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
987,No,M,North European - White,27,S,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
1067,No,M,North European - White,27,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
2393,No,F,North European - White,27,S,Girlfriend of victim,Boy/Girlfriend,Current,Adult caution,0,No,0,No
4087,No,M,North European - White,27,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
5096,Yes,F,North European - White,27,S,Common Law Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
5549,No,F,North European - White,27,S,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
6224,No,F,North European - White,27,S,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
6579,No,F,North European - White,27,S,Girlfriend of victim,Boy/Girlfriend,Current,Adult caution,0,No,0,No
10745,No,M,North European - White,27,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
12526,No,M,North European - White,27,S,Boyfriend of victim,Boy/Girlfriend,Current,First time charged,0,No,0,No
12233,Yes,M,North European - White,27,S,Ex Common Law Husband of victim,Partner/Spouse,Ex,Charge/further charge,1,Yes,0,No
2281,No,M,North European - White,27,S,Boyfriend of victim,Boy/Girlfriend,Current,Postal Charge Requisition,1,Yes,1,Yes
4521,No,F,North European - White,27,S,Wife of victim,Partner/Spouse,Current,Charge/further charge,1,Yes,1,Yes
3113,No,M,North European - White,28,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
3829,No,F,North European - White,28,M,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
4321,No,M,North European - White,28,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
4480,No,M,North European - White,28,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
6254,No,M,North European - White,28,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
7871,No,M,North European - White,28,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Adult caution,0,No,0,No
9040,No,M,North European - White,28,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
9774,No,M,North European - White,28,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
10696,No,M,North European - White,28,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
11267,No,M,North European - White,28,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
11302,Yes,M,North European - White,28,H,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
11650,No,F,North European - White,28,M,Wife of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
12126,No,M,North European - White,28,H,Common Law Husband of victim,Partner/Spouse,Current,Third and subsequent time charged,0,No,0,No
12285,No,M,North European - White,28,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Second time charged,0,No,0,No
2213,No,M,North European - White,28,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,1,Yes,0,No
10945,No,M,North European - White,28,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,1,Yes,0,No
12119,No,M,North European - White,28,H,Boyfriend of victim,Boy/Girlfriend,Current,Third and subsequent time charged,1,Yes,0,No
571,No,M,North European - White,28,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
5070,No,M,North European - White,28,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
10889,No,M,North European - White,28,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
11583,No,F,North European - White,28,S,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
11730,No,M,North European - White,28,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
12461,No,M,North European - White,28,S,Ex Husband of victim,Partner/Spouse,Ex,First time charged,0,No,0,No
11790,No,M,North European - White,28,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,1,Yes,0,No
12012,No,M,North European - White,28,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,1,Yes,0,No
10327,No,M,North European - White,28,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,3,Yes,0,No
624,No,M,North European - White,29,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
2545,No,M,North European - White,29,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
3077,No,M,North European - White,29,M,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
5778,No,M,North European - White,29,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
8280,No,M,North European - White,29,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
8698,No,F,North European - White,29,M,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
9325,No,M,North European - White,29,M,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
11780,No,M,North European - White,29,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
11780,No,M,North European - White,29,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
12318,No,M,North European - White,29,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Third and subsequent time charged,0,No,0,No
2,No,M,North European - White,29,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,1,Yes,0,No
7770,No,M,North European - White,29,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,1,Yes,0,No
7639,No,F,North European - White,29,M,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,2,Yes,0,No
7639,No,F,North European - White,29,M,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,2,Yes,0,No
2545,No,M,North European - White,29,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
7874,No,F,North European - White,29,S,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
8260,No,M,North European - White,29,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
8433,No,M,North European - White,29,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
8787,No,M,North European - White,29,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
10043,No,M,North European - White,29,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
11318,No,M,North European - White,29,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
12021,No,M,North European - White,29,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
12068,No,F,North European - White,29,S,Wife of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
9980,No,F,North European - White,29,S,Wife of victim,Partner/Spouse,Current,Charge/further charge,1,Yes,0,No
4865,No,M,North European - White,29,S,Common Law Husband of victim,Partner/Spouse,Current,Charge/further charge,1,Yes,1,Yes
5804,No,F,North European - White,29,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,1,Yes,1,Yes
865,No,M,North European - White,30,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
1144,No,M,North European - White,30,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
3068,No,M,North European - White,30,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
3172,No,F,North European - White,30,M,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
3501,No,M,North European - White,30,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
4180,Yes,M,North European - White,30,H,Common Law Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
5199,No,M,North European - White,30,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
5235,No,M,North European - White,30,M,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
6022,No,F,North European - White,30,M,Ex Girlfriend of victim,Boy/Girlfriend,Ex,Adult caution,0,No,0,No
6205,No,M,North European - White,30,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
7227,No,M,North European - White,30,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
7529,No,M,North European - White,30,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
7955,No,M,North European - White,30,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
10140,No,M,North European - White,30,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
11038,No,M,North European - White,30,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
11806,No,M,North European - White,30,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
12256,No,M,North European - White,30,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
12401,No,M,North European - White,30,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,First time charged,0,No,0,No
12564,No,M,North European - White,30,H,Same Sex Intimate Partner,Boy/Girlfriend,Current,Third and subsequent time charged,0,No,0,No
11323,No,M,North European - White,30,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,1,Yes,0,No
3210,No,M,North European - White,30,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,2,Yes,0,No
8579,No,M,North European - White,30,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,1,Yes,1,Yes
55,No,M,North European - White,30,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,2,Yes,1,Yes
1921,No,F,North European - White,30,S,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
2394,No,M,North European - White,30,S,Boyfriend of victim,Boy/Girlfriend,Current,Summons,0,No,0,No
2394,No,M,North European - White,30,S,Boyfriend of victim,Boy/Girlfriend,Current,Summons,0,No,0,No
8499,No,M,North European - White,30,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
9011,No,F,North European - White,30,Unknown,Ex Girlfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
9458,No,F,North European - White,30,S,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
9798,No,M,North European - White,30,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
10530,No,M,North European - White,30,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
10797,No,M,North European - White,30,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
11353,No,F,North European - White,30,S,Girlfriend of victim,Boy/Girlfriend,Current,First time charged,0,No,0,No
11448,No,F,North European - White,30,S,Ex Girlfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
11512,No,M,North European - White,30,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
11570,No,F,North European - White,30,S,Ex Girlfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
12238,No,F,North European - White,30,S,Girlfriend of victim,Boy/Girlfriend,Current,First time charged,0,No,0,No
5290,No,M,North European - White,30,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,1,Yes,0,No
214,No,F,North European - White,31,M,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
214,No,F,North European - White,31,M,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
3385,No,F,North European - White,31,M,Wife of victim,Partner/Spouse,Current,Adult caution,0,No,0,No
6507,No,M,North European - White,31,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
7714,No,M,North European - White,31,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
8304,No,M,North European - White,31,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
8304,No,M,North European - White,31,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
9381,No,M,North European - White,31,M,Common Law Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
9616,No,M,North European - White,31,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
10258,No,M,North European - White,31,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
10993,No,M,North European - White,31,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
11030,No,F,North European - White,31,M,Wife of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
11163,No,M,North European - White,31,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
11356,No,M,North European - White,31,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
11639,No,F,North European - White,31,M,Common Law Wife of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
12086,No,M,North European - White,31,M,Boyfriend of victim,Boy/Girlfriend,Current,First time charged,0,No,0,No
12113,No,M,North European - White,31,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Third and subsequent time charged,0,No,0,No
12323,Yes,M,North European - White,31,M,Boyfriend of victim,Boy/Girlfriend,Current,First time charged,0,No,0,No
12652,No,M,North European - White,31,H,Husband of victim,Partner/Spouse,Current,First time charged,0,No,0,No
684,No,M,North European - White,31,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,1,Yes,0,No
2639,No,F,North European - White,31,M,Ex Girlfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,1,Yes,0,No
11277,No,M,North European - White,31,M,Common Law Husband of victim,Partner/Spouse,Current,Charge/further charge,1,Yes,0,No
1631,No,M,North European - White,31,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,2,Yes,0,No
3380,No,M,North European - White,31,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,1,Yes,1,Yes
1524,No,M,North European - White,31,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,2,Yes,2,Yes
4452,No,M,North European - White,31,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
5078,Yes,M,North European - White,31,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
5178,No,M,North European - White,31,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
6300,No,F,North European - White,31,S,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
6741,No,M,North European - White,31,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
11490,No,M,North European - White,31,S,Ex Girlfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
11660,No,M,North European - White,31,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
12048,No,M,North European - White,31,S,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
12048,No,M,North European - White,31,S,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
12280,No,F,North European - White,31,S,Boyfriend of victim,Boy/Girlfriend,Current,First time charged,0,No,0,No
12655,No,M,North European - White,31,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
10502,Yes,M,North European - White,31,S,Ex Husband of victim,Partner/Spouse,Ex,Charge/further charge,1,Yes,0,No
11082,No,M,North European - White,31,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,1,Yes,0,No
4569,Yes,M,North European - White,31,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,2,Yes,0,No
4569,Yes,M,North European - White,31,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,2,Yes,0,No
11647,No,F,North European - White,31,S,Ex Girlfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,1,Yes,1,Yes
141,No,M,North European - White,32,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
1017,No,F,North European - White,32,M,Ex Girlfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
1425,No,F,North European - White,32,M,Wife of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
1664,Yes,M,North European - White,32,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
2486,No,M,North European - White,32,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
5472,No,M,North European - White,32,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
6468,No,F,North European - White,32,M,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
7260,No,F,North European - White,32,M,Wife of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
7378,No,M,North European - White,32,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
9163,No,M,North European - White,32,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
11298,No,M,North European - White,32,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
11347,No,F,North European - White,32,M,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
11353,No,F,North European - White,32,M,Ex Girlfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
11643,No,M,North European - White,32,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
11919,No,M,North European - White,32,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
12160,No,M,North European - White,32,M,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
12160,No,M,North European - White,32,M,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
3726,No,M,North European - White,32,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,1,Yes,0,No
12597,No,M,North European - White,32,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Third and subsequent time charged,1,Yes,0,No
12584,No,F,North European - White,32,M,Ex Girlfriend of victim,Boy/Girlfriend,Ex,Third and subsequent time charged,1,Yes,1,Yes
984,Yes,M,North European - White,32,Unknown,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
1053,No,M,North European - White,32,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
1189,No,M,North European - White,32,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
4652,No,M,North European - White,32,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
6331,No,M,North European - White,32,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
7830,No,F,North European - White,32,S,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
9603,No,M,North European - White,32,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
10166,No,F,North European - White,32,S,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
10199,No,F,North European - White,32,S,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
11503,No,M,North European - White,32,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
11530,No,M,North European - White,32,S,Ex Husband of victim,Partner/Spouse,Ex,Charge/further charge,0,No,0,No
11530,No,M,North European - White,32,S,Ex Husband of victim,Partner/Spouse,Ex,Charge/further charge,0,No,0,No
11918,No,F,North European - White,32,S,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
12535,No,M,North European - White,32,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
846,Yes,M,North European - White,32,Unknown,Husband of victim,Partner/Spouse,Current,Charge/further charge,1,Yes,0,No
9863,No,M,North European - White,32,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,2,Yes,0,No
9863,No,M,North European - White,32,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,2,Yes,0,No
4418,No,M,North European - White,32,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,1,Yes,1,Yes
4593,No,F,North European - White,32,S,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,1,Yes,1,Yes
2222,No,F,North European - White,33,M,Ex Girlfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
2347,No,M,North European - White,33,M,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
3036,No,M,North European - White,33,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
3443,No,M,North European - White,33,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
4580,No,M,North European - White,33,H,Common Law Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
8826,No,M,North European - White,33,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
10140,Yes,M,North European - White,33,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
10237,No,F,North European - White,33,M,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
10596,No,M,North European - White,33,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
11151,No,M,North European - White,33,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
11487,No,M,North European - White,33,H,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
11636,No,F,North European - White,33,H,Girlfriend of victim,Boy/Girlfriend,Current,Adult caution,0,No,0,No
11789,No,F,North European - White,33,M,Ex Girlfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
12183,No,M,North European - White,33,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
1464,No,F,North European - White,33,M,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,2,Yes,0,No
4820,No,M,North European - White,33,M,Boyfriend of victim,Boy/Girlfriend,Current,Adult caution,2,Yes,2,Yes
3209,No,M,North European - White,33,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
3471,No,M,North European - White,33,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
4659,Yes,M,North European - White,33,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
9085,Yes,M,North European - White,33,S,Ex Husband of victim,Partner/Spouse,Ex,Charge/further charge,0,No,0,No
9465,No,M,North European - White,33,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
11080,No,M,North European - White,33,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Adult caution,0,No,0,No
11239,No,F,North European - White,33,S,Wife of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
6670,No,M,North European - White,33,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,1,Yes,0,No
